From Station,To Station,Coordenadas 1,Coordenadas 2,Distancia
akropoli,douk. plakentias,"(37.96875, 23.729583)","(38.023361, 23.833055)",10.912631409370581
akropoli,pallini,"(37.96875, 23.729583)","(38.00528, 23.86972)",12.935683577732936
akropoli,peania - kantza,"(37.96875, 23.729583)","(37.98417, 23.87)",12.426555984186269
akropoli,koropi,"(37.96875, 23.729583)","(37.91278, 23.89583)",15.851641284892807
akropoli,airport,"(37.96875, 23.729583)","(37.9369, 23.9448)",19.199528311946043
sygroy - fix,neos kosmos,"(37.964605, 23.7268)","(37.95778, 23.72861)",0.775318474211596
sygroy - fix,aghios ioannis,"(37.964605, 23.7268)","(37.9565, 23.7342)",1.1104565695085036
sygroy - fix,dafni,"(37.964605, 23.7268)","(37.949236, 23.737222)",1.9379008115596772
sygroy - fix,aghios dimitrios,"(37.964605, 23.7268)","(37.940278, 23.740694)",2.9667019919434465
sygroy - fix,ilioupoli,"(37.964605, 23.7268)","(37.929583, 23.744514)",4.192615277347093
sygroy - fix,alimos,"(37.964605, 23.7268)","(37.918056, 23.744514)",5.404092087981238
sygroy - fix,argyroupoli,"(37.964605, 23.7268)","(37.903056, 23.745903)",7.046024409731165
sygroy - fix,elliniko,"(37.964605, 23.7268)","(37.892569, 23.747153)",8.206555316026495
sygroy - fix,dimotiko theatro,"(37.964605, 23.7268)","(37.942924, 23.647588)",7.351687101730818
sygroy - fix,maniatika,"(37.964605, 23.7268)","(37.95968, 23.640033)",7.626388343430578
sygroy - fix,nikea,"(37.964605, 23.7268)","(37.966666, 23.633333)",8.196891566443869
sygroy - fix,korydallos,"(37.964605, 23.7268)","(37.9789, 23.6405)",7.729964604842903
sygroy - fix,aghia varvara,"(37.964605, 23.7268)","(37.989722, 23.659444)",6.531054674820962
sygroy - fix,aghia marina,"(37.964605, 23.7268)","(37.9972, 23.6674)",6.343529321495945
sygroy - fix,egaleo,"(37.964605, 23.7268)","(37.9913, 23.6772)",5.264126668900013
sygroy - fix,eleonas,"(37.964605, 23.7268)","(37.9878, 23.6925)",3.96116210234586
sygroy - fix,kerameikos,"(37.964605, 23.7268)","(37.9786, 23.7115)",2.05435230201525
sygroy - fix,evangelismos,"(37.964605, 23.7268)","(37.976388, 23.746944)",2.198784779426253
sygroy - fix,megaro moussikis,"(37.964605, 23.7268)","(37.97861, 23.7525)",2.738642619001625
sygroy - fix,ambelokipi,"(37.964605, 23.7268)","(37.98722, 23.7575)",3.6830122037049366
sygroy - fix,panormou,"(37.964605, 23.7268)","(37.9931, 23.7637)",4.527646281250608
sygroy - fix,katehaki,"(37.964605, 23.7268)","(37.9954, 23.7727)",5.282985878366389
sygroy - fix,ethniki amyna,"(37.964605, 23.7268)","(38.0, 23.785555)",6.48133856369766
sygroy - fix,holargos,"(37.964605, 23.7268)","(38.001666, 23.812222)",8.545905799243515
sygroy - fix,nomismatokopio,"(37.964605, 23.7268)","(38.00917, 23.80583)",8.516255789072018
sygroy - fix,aghia paraskevi,"(37.964605, 23.7268)","(38.017222, 23.8125)",9.520220586012362
sygroy - fix,halandri,"(37.964605, 23.7268)","(38.02167, 23.82083)",10.400012125283776
sygroy - fix,douk. plakentias,"(37.964605, 23.7268)","(38.023361, 23.833055)",11.374632874177246
sygroy - fix,pallini,"(37.964605, 23.7268)","(38.00528, 23.86972)",13.317200544053735
sygroy - fix,peania - kantza,"(37.964605, 23.7268)","(37.98417, 23.87)",12.739120093140542
sygroy - fix,koropi,"(37.964605, 23.7268)","(37.91278, 23.89583)",15.904022321845412
sygroy - fix,airport,"(37.964605, 23.7268)","(37.9369, 23.9448)",19.361272065103943
neos kosmos,aghios ioannis,"(37.95778, 23.72861)","(37.9565, 23.7342)",0.5103469744407593
neos kosmos,dafni,"(37.95778, 23.72861)","(37.949236, 23.737222)",1.2135701118547162
neos kosmos,aghios dimitrios,"(37.95778, 23.72861)","(37.940278, 23.740694)",2.2158828653871514
neos kosmos,ilioupoli,"(37.95778, 23.72861)","(37.929583, 23.744514)",3.431545954732388
neos kosmos,alimos,"(37.95778, 23.72861)","(37.918056, 23.744514)",4.632080811697574
neos kosmos,argyroupoli,"(37.95778, 23.72861)","(37.903056, 23.745903)",6.271210740897654
neos kosmos,elliniko,"(37.95778, 23.72861)","(37.892569, 23.747153)",7.431312046837622
neos kosmos,dimotiko theatro,"(37.95778, 23.72861)","(37.942924, 23.647588)",7.293716473936281
neos kosmos,maniatika,"(37.95778, 23.72861)","(37.95968, 23.640033)",7.768614089867535
neos kosmos,nikea,"(37.95778, 23.72861)","(37.966666, 23.633333)",8.410986044155303
neos kosmos,korydallos,"(37.95778, 23.72861)","(37.9789, 23.6405)",8.072921038202459
neos kosmos,aghia varvara,"(37.95778, 23.72861)","(37.989722, 23.659444)",7.026486093394792
neos kosmos,aghia marina,"(37.95778, 23.72861)","(37.9972, 23.6674)",6.927994503798669
neos kosmos,egaleo,"(37.95778, 23.72861)","(37.9913, 23.6772)",5.847975450040376
neos kosmos,eleonas,"(37.95778, 23.72861)","(37.9878, 23.6925)",4.600160799089033
neos kosmos,kerameikos,"(37.95778, 23.72861)","(37.9786, 23.7115)",2.7584845976993653
neos kosmos,evangelismos,"(37.95778, 23.72861)","(37.976388, 23.746944)",2.6199884191112277
neos kosmos,megaro moussikis,"(37.95778, 23.72861)","(37.97861, 23.7525)",3.1225799855915612
neos kosmos,ambelokipi,"(37.95778, 23.72861)","(37.98722, 23.7575)",4.138752215672945
neos kosmos,panormou,"(37.95778, 23.72861)","(37.9931, 23.7637)",4.988445579473811
neos kosmos,katehaki,"(37.95778, 23.72861)","(37.9954, 23.7727)",5.695031945077002
neos kosmos,ethniki amyna,"(37.95778, 23.72861)","(38.0, 23.785555)",6.852087523701149
neos kosmos,holargos,"(37.95778, 23.72861)","(38.001666, 23.812222)",8.804444229641614
neos kosmos,nomismatokopio,"(37.95778, 23.72861)","(38.00917, 23.80583)",8.857541748452446
neos kosmos,aghia paraskevi,"(37.95778, 23.72861)","(38.017222, 23.8125)",9.886282049648472
neos kosmos,halandri,"(37.95778, 23.72861)","(38.02167, 23.82083)",10.760323211849753
neos kosmos,douk. plakentias,"(37.95778, 23.72861)","(38.023361, 23.833055)",11.702731170035126
neos kosmos,pallini,"(37.95778, 23.72861)","(38.00528, 23.86972)",13.448201505646002
neos kosmos,peania - kantza,"(37.95778, 23.72861)","(37.98417, 23.87)",12.736553839840091
neos kosmos,koropi,"(37.95778, 23.72861)","(37.91278, 23.89583)",15.49537251561718
neos kosmos,airport,"(37.95778, 23.72861)","(37.9369, 23.9448)",19.09843928319383
aghios ioannis,dafni,"(37.9565, 23.7342)","(37.949236, 23.737222)",0.850070932257313
aghios ioannis,aghios dimitrios,"(37.9565, 23.7342)","(37.940278, 23.740694)",1.891549971898925
aghios ioannis,ilioupoli,"(37.9565, 23.7342)","(37.929583, 23.744514)",3.1267068461503613
aghios ioannis,alimos,"(37.9565, 23.7342)","(37.918056, 23.744514)",4.369430515502515
aghios ioannis,argyroupoli,"(37.9565, 23.7342)","(37.903056, 23.745903)",6.030701729889266
aghios ioannis,elliniko,"(37.9565, 23.7342)","(37.892569, 23.747153)",7.199030937019157
aghios ioannis,dimotiko theatro,"(37.9565, 23.7342)","(37.942924, 23.647588)",7.742978294822007
aghios ioannis,maniatika,"(37.9565, 23.7342)","(37.95968, 23.640033)",8.263469163870976
aghios ioannis,nikea,"(37.9565, 23.7342)","(37.966666, 23.633333)",8.914847254441389
aghios ioannis,korydallos,"(37.9565, 23.7342)","(37.9789, 23.6405)",8.583227216523555
aghios ioannis,aghia varvara,"(37.9565, 23.7342)","(37.989722, 23.659444)",7.522296160002527
aghios ioannis,aghia marina,"(37.9565, 23.7342)","(37.9972, 23.6674)",7.400210566087871
aghios ioannis,egaleo,"(37.9565, 23.7342)","(37.9913, 23.6772)",6.319538143885903
aghios ioannis,eleonas,"(37.9565, 23.7342)","(37.9878, 23.6925)",5.047194436083316
aghios ioannis,kerameikos,"(37.9565, 23.7342)","(37.9786, 23.7115)",3.162064497701416
aghios ioannis,evangelismos,"(37.9565, 23.7342)","(37.976388, 23.746944)",2.4776170256890224
aghios ioannis,megaro moussikis,"(37.9565, 23.7342)","(37.97861, 23.7525)",2.9356126301730114
aghios ioannis,ambelokipi,"(37.9565, 23.7342)","(37.98722, 23.7575)",3.979930475309045
aghios ioannis,panormou,"(37.9565, 23.7342)","(37.9931, 23.7637)",4.821717370508019
aghios ioannis,katehaki,"(37.9565, 23.7342)","(37.9954, 23.7727)",5.486136828612691
aghios ioannis,ethniki amyna,"(37.9565, 23.7342)","(38.0, 23.785555)",6.607368240439772
aghios ioannis,holargos,"(37.9565, 23.7342)","(38.001666, 23.812222)",8.484542215213418
aghios ioannis,nomismatokopio,"(37.9565, 23.7342)","(38.00917, 23.80583)",8.585586101754863
aghios ioannis,aghia paraskevi,"(37.9565, 23.7342)","(38.017222, 23.8125)",9.62693034492592
aghios ioannis,halandri,"(37.9565, 23.7342)","(38.02167, 23.82083)",10.495234247909055
aghios ioannis,douk. plakentias,"(37.9565, 23.7342)","(38.023361, 23.833055)",11.41593954904734
aghios ioannis,pallini,"(37.9565, 23.7342)","(38.00528, 23.86972)",13.057631989698123
aghios ioannis,peania - kantza,"(37.9565, 23.7342)","(37.98417, 23.87)",12.29519348708716
aghios ioannis,koropi,"(37.9565, 23.7342)","(37.91278, 23.89583)",14.985567163661896
aghios ioannis,airport,"(37.9565, 23.7342)","(37.9369, 23.9448)",18.59494795956244
dafni,aghios dimitrios,"(37.949236, 23.737222)","(37.940278, 23.740694)",1.0415755937280673
dafni,ilioupoli,"(37.949236, 23.737222)","(37.929583, 23.744514)",2.276957801122193
dafni,alimos,"(37.949236, 23.737222)","(37.918056, 23.744514)",3.525551591481536
dafni,argyroupoli,"(37.949236, 23.737222)","(37.903056, 23.745903)",5.19113381640928
dafni,elliniko,"(37.949236, 23.737222)","(37.892569, 23.747153)",6.3610224812771525
dafni,dimotiko theatro,"(37.949236, 23.737222)","(37.942924, 23.647588)",7.891038970223009
dafni,maniatika,"(37.949236, 23.737222)","(37.95968, 23.640033)",8.600040557984963
dafni,nikea,"(37.949236, 23.737222)","(37.966666, 23.633333)",9.312196447641854
dafni,korydallos,"(37.949236, 23.737222)","(37.9789, 23.6405)",9.098192948327274
dafni,aghia varvara,"(37.949236, 23.737222)","(37.989722, 23.659444)",8.170147913986527
dafni,aghia marina,"(37.949236, 23.737222)","(37.9972, 23.6674)",8.118009644107968
dafni,egaleo,"(37.949236, 23.737222)","(37.9913, 23.6772)",7.039880315572425
dafni,eleonas,"(37.949236, 23.737222)","(37.9878, 23.6925)",5.8100951834440355
dafni,kerameikos,"(37.949236, 23.737222)","(37.9786, 23.7115)",3.9681061801068473
dafni,evangelismos,"(37.949236, 23.737222)","(37.976388, 23.746944)",3.137164118332228
dafni,megaro moussikis,"(37.949236, 23.737222)","(37.97861, 23.7525)",3.5301898266119034
dafni,ambelokipi,"(37.949236, 23.737222)","(37.98722, 23.7575)",4.582455565800724
dafni,panormou,"(37.949236, 23.737222)","(37.9931, 23.7637)",5.401539277986898
dafni,katehaki,"(37.949236, 23.737222)","(37.9954, 23.7727)",6.001754997554822
dafni,ethniki amyna,"(37.949236, 23.737222)","(38.0, 23.785555)",7.057692146218449
dafni,holargos,"(37.949236, 23.737222)","(38.001666, 23.812222)",8.786626237606939
dafni,nomismatokopio,"(37.949236, 23.737222)","(38.00917, 23.80583)",8.976301697682054
dafni,aghia paraskevi,"(37.949236, 23.737222)","(38.017222, 23.8125)",10.033809033079596
dafni,halandri,"(37.949236, 23.737222)","(38.02167, 23.82083)",10.888665035272215
dafni,douk. plakentias,"(37.949236, 23.737222)","(38.023361, 23.833055)",11.767532494368975
dafni,pallini,"(37.949236, 23.737222)","(38.00528, 23.86972)",13.17983178445144
dafni,peania - kantza,"(37.949236, 23.737222)","(37.98417, 23.87)",12.270749237152579
dafni,koropi,"(37.949236, 23.737222)","(37.91278, 23.89583)",14.489372001586444
dafni,airport,"(37.949236, 23.737222)","(37.9369, 23.9448)",18.25430828466782
aghios dimitrios,ilioupoli,"(37.940278, 23.740694)","(37.929583, 23.744514)",1.2355190088078583
aghios dimitrios,alimos,"(37.940278, 23.740694)","(37.918056, 23.744514)",2.4935880233839804
aghios dimitrios,argyroupoli,"(37.940278, 23.740694)","(37.903056, 23.745903)",4.164047493591794
aghios dimitrios,elliniko,"(37.940278, 23.740694)","(37.892569, 23.747153)",5.335178158207328
aghios dimitrios,dimotiko theatro,"(37.940278, 23.740694)","(37.942924, 23.647588)",8.170011092118196
aghios dimitrios,maniatika,"(37.940278, 23.740694)","(37.95968, 23.640033)",9.086067088629463
aghios dimitrios,nikea,"(37.940278, 23.740694)","(37.966666, 23.633333)",9.859963297132081
aghios dimitrios,korydallos,"(37.940278, 23.740694)","(37.9789, 23.6405)",9.777742389379515
aghios dimitrios,aghia varvara,"(37.940278, 23.740694)","(37.989722, 23.659444)",8.997827939970987
aghios dimitrios,aghia marina,"(37.940278, 23.740694)","(37.9972, 23.6674)",9.01898722717455
aghios dimitrios,egaleo,"(37.940278, 23.740694)","(37.9913, 23.6772)",7.94790191156178
aghios dimitrios,eleonas,"(37.940278, 23.740694)","(37.9878, 23.6925)",6.765593958886057
aghios dimitrios,kerameikos,"(37.940278, 23.740694)","(37.9786, 23.7115)",4.970805067318217
aghios dimitrios,evangelismos,"(37.940278, 23.740694)","(37.976388, 23.746944)",4.0524710127611465
aghios dimitrios,megaro moussikis,"(37.940278, 23.740694)","(37.97861, 23.7525)",4.386203338329012
aghios dimitrios,ambelokipi,"(37.940278, 23.740694)","(37.98722, 23.7575)",5.4236646276703295
aghios dimitrios,panormou,"(37.940278, 23.740694)","(37.9931, 23.7637)",6.210145080665753
aghios dimitrios,katehaki,"(37.940278, 23.740694)","(37.9954, 23.7727)",6.740930683720618
aghios dimitrios,ethniki amyna,"(37.940278, 23.740694)","(38.0, 23.785555)",7.717791079695702
aghios dimitrios,holargos,"(37.940278, 23.740694)","(38.001666, 23.812222)",9.268625011457193
aghios dimitrios,nomismatokopio,"(37.940278, 23.740694)","(38.00917, 23.80583)",9.554027666508865
aghios dimitrios,aghia paraskevi,"(37.940278, 23.740694)","(38.017222, 23.8125)",10.621296037025322
aghios dimitrios,halandri,"(37.940278, 23.740694)","(38.02167, 23.82083)",11.456006702924162
aghios dimitrios,douk. plakentias,"(37.940278, 23.740694)","(38.023361, 23.833055)",12.283181103318295
aghios dimitrios,pallini,"(37.940278, 23.740694)","(38.00528, 23.86972)",13.42217458100807
aghios dimitrios,peania - kantza,"(37.940278, 23.740694)","(37.98417, 23.87)",12.341998753589076
aghios dimitrios,koropi,"(37.940278, 23.740694)","(37.91278, 23.89583)",13.946385109348443
aghios dimitrios,airport,"(37.940278, 23.740694)","(37.9369, 23.9448)",17.90326674292444
ilioupoli,alimos,"(37.929583, 23.744514)","(37.918056, 23.744514)",1.2817456898519837
ilioupoli,argyroupoli,"(37.929583, 23.744514)","(37.903056, 23.745903)",2.952187488068805
ilioupoli,elliniko,"(37.929583, 23.744514)","(37.892569, 23.747153)",4.12228110309782
ilioupoli,dimotiko theatro,"(37.929583, 23.744514)","(37.942924, 23.647588)",8.628789223510042
ilioupoli,maniatika,"(37.929583, 23.744514)","(37.95968, 23.640033)",9.753935017840016
ilioupoli,nikea,"(37.929583, 23.744514)","(37.966666, 23.633333)",10.585068337058555
ilioupoli,korydallos,"(37.929583, 23.744514)","(37.9789, 23.6405)",10.641472958308292
ilioupoli,aghia varvara,"(37.929583, 23.744514)","(37.989722, 23.659444)",10.017113657681067
ilioupoli,aghia marina,"(37.929583, 23.744514)","(37.9972, 23.6674)",10.111008712569221
ilioupoli,egaleo,"(37.929583, 23.744514)","(37.9913, 23.6772)",9.051105126561017
ilioupoli,eleonas,"(37.929583, 23.744514)","(37.9878, 23.6925)",7.918380805948117
ilioupoli,kerameikos,"(37.929583, 23.744514)","(37.9786, 23.7115)",6.1713907876025775
ilioupoli,evangelismos,"(37.929583, 23.744514)","(37.976388, 23.746944)",5.20884500890597
ilioupoli,megaro moussikis,"(37.929583, 23.744514)","(37.97861, 23.7525)",5.496343478379732
ilioupoli,ambelokipi,"(37.929583, 23.744514)","(37.98722, 23.7575)",6.509291057673926
ilioupoli,panormou,"(37.929583, 23.744514)","(37.9931, 23.7637)",7.260304360113713
ilioupoli,katehaki,"(37.929583, 23.744514)","(37.9954, 23.7727)",7.724421125414949
ilioupoli,ethniki amyna,"(37.929583, 23.744514)","(38.0, 23.785555)",8.617067543416523
ilioupoli,holargos,"(37.929583, 23.744514)","(38.001666, 23.812222)",9.973735580556689
ilioupoli,nomismatokopio,"(37.929583, 23.744514)","(38.00917, 23.80583)",10.354068830435724
ilioupoli,aghia paraskevi,"(37.929583, 23.744514)","(38.017222, 23.8125)",11.4227256313837
ilioupoli,halandri,"(37.929583, 23.744514)","(38.02167, 23.82083)",12.23094091048533
ilioupoli,douk. plakentias,"(37.929583, 23.744514)","(38.023361, 23.833055)",12.998634424657261
ilioupoli,pallini,"(37.929583, 23.744514)","(38.00528, 23.86972)",13.831700818992973
ilioupoli,peania - kantza,"(37.929583, 23.744514)","(37.98417, 23.87)",12.565212705170596
ilioupoli,koropi,"(37.929583, 23.744514)","(37.91278, 23.89583)",13.403846659755049
ilioupoli,airport,"(37.929583, 23.744514)","(37.9369, 23.9448)",17.584437048994243
alimos,argyroupoli,"(37.918056, 23.744514)","(37.903056, 23.745903)",1.6723716194859226
alimos,elliniko,"(37.918056, 23.744514)","(37.892569, 23.747153)",2.8434712840790497
alimos,dimotiko theatro,"(37.918056, 23.744514)","(37.942924, 23.647588)",8.939408513850795
alimos,maniatika,"(37.918056, 23.744514)","(37.95968, 23.640033)",10.265201461861652
alimos,nikea,"(37.918056, 23.744514)","(37.966666, 23.633333)",11.147729308603813
alimos,korydallos,"(37.918056, 23.744514)","(37.9789, 23.6405)",11.355815952306546
alimos,aghia varvara,"(37.918056, 23.744514)","(37.989722, 23.659444)",10.914973277921211
alimos,aghia marina,"(37.918056, 23.744514)","(37.9972, 23.6674)",11.097594475122122
alimos,egaleo,"(37.918056, 23.744514)","(37.9913, 23.6772)",10.057988016523156
alimos,eleonas,"(37.918056, 23.744514)","(37.9878, 23.6925)",8.99674974472945
alimos,kerameikos,"(37.918056, 23.744514)","(37.9786, 23.7115)",7.328194180115431
alimos,evangelismos,"(37.918056, 23.744514)","(37.976388, 23.746944)",6.4897303306684275
alimos,megaro moussikis,"(37.918056, 23.744514)","(37.97861, 23.7525)",6.7696211616983355
alimos,ambelokipi,"(37.918056, 23.744514)","(37.98722, 23.7575)",7.77452478378897
alimos,panormou,"(37.918056, 23.744514)","(37.9931, 23.7637)",8.512385414902646
alimos,katehaki,"(37.918056, 23.744514)","(37.9954, 23.7727)",8.948267500857632
alimos,ethniki amyna,"(37.918056, 23.744514)","(38.0, 23.785555)",9.796476631871714
alimos,holargos,"(37.918056, 23.744514)","(38.001666, 23.812222)",11.030452749837346
alimos,nomismatokopio,"(37.918056, 23.744514)","(38.00917, 23.80583)",11.469098955073294
alimos,aghia paraskevi,"(37.918056, 23.744514)","(38.017222, 23.8125)",12.534288697397908
alimos,halandri,"(37.918056, 23.744514)","(38.02167, 23.82083)",13.32272450922105
alimos,douk. plakentias,"(37.918056, 23.744514)","(38.023361, 23.833055)",14.04806087098122
alimos,pallini,"(37.918056, 23.744514)","(38.00528, 23.86972)",14.64769492148062
alimos,peania - kantza,"(37.918056, 23.744514)","(37.98417, 23.87)",13.232774497907798
alimos,koropi,"(37.918056, 23.744514)","(37.91278, 23.89583)",13.286983750676562
alimos,airport,"(37.918056, 23.744514)","(37.9369, 23.9448)",17.69150548349784
argyroupoli,elliniko,"(37.903056, 23.745903)","(37.892569, 23.747153)",1.1712496307760047
argyroupoli,dimotiko theatro,"(37.903056, 23.745903)","(37.942924, 23.647588)",9.696419079325493
argyroupoli,maniatika,"(37.903056, 23.745903)","(37.95968, 23.640033)",11.218758378694071
argyroupoli,nikea,"(37.903056, 23.745903)","(37.966666, 23.633333)",12.144734497832491
argyroupoli,korydallos,"(37.903056, 23.745903)","(37.9789, 23.6405)",12.512365760549937
argyroupoli,aghia varvara,"(37.903056, 23.745903)","(37.989722, 23.659444)",12.261525113737546
argyroupoli,aghia marina,"(37.903056, 23.745903)","(37.9972, 23.6674)",12.528632930313357
argyroupoli,egaleo,"(37.903056, 23.745903)","(37.9913, 23.6772)",11.514046378166455
argyroupoli,eleonas,"(37.903056, 23.745903)","(37.9878, 23.6925)",10.522536751729382
argyroupoli,kerameikos,"(37.903056, 23.745903)","(37.9786, 23.7115)",8.925460748054713
argyroupoli,evangelismos,"(37.903056, 23.745903)","(37.976388, 23.746944)",8.154668631078444
argyroupoli,megaro moussikis,"(37.903056, 23.745903)","(37.97861, 23.7525)",8.421127971192039
argyroupoli,ambelokipi,"(37.903056, 23.745903)","(37.98722, 23.7575)",9.413710784658893
argyroupoli,panormou,"(37.903056, 23.745903)","(37.9931, 23.7637)",10.13333108974088
argyroupoli,katehaki,"(37.903056, 23.745903)","(37.9954, 23.7727)",10.533602438013105
argyroupoli,ethniki amyna,"(37.903056, 23.745903)","(38.0, 23.785555)",11.326491554492373
argyroupoli,holargos,"(37.903056, 23.745903)","(38.001666, 23.812222)",12.411380542778186
argyroupoli,nomismatokopio,"(37.903056, 23.745903)","(38.00917, 23.80583)",12.916288988976657
argyroupoli,aghia paraskevi,"(37.903056, 23.745903)","(38.017222, 23.8125)",13.972991491077918
argyroupoli,halandri,"(37.903056, 23.745903)","(38.02167, 23.82083)",14.734486928867142
argyroupoli,douk. plakentias,"(37.903056, 23.745903)","(38.023361, 23.833055)",15.405439464627255
argyroupoli,pallini,"(37.903056, 23.745903)","(38.00528, 23.86972)",15.718032828145132
argyroupoli,peania - kantza,"(37.903056, 23.745903)","(37.98417, 23.87)",14.134034715325155
argyroupoli,koropi,"(37.903056, 23.745903)","(37.91278, 23.89583)",13.19788492977801
argyroupoli,airport,"(37.903056, 23.745903)","(37.9369, 23.9448)",17.848186178507163
elliniko,dimotiko theatro,"(37.892569, 23.747153)","(37.942924, 23.647588)",10.374644788716793
elliniko,maniatika,"(37.892569, 23.747153)","(37.95968, 23.640033)",11.998547559237032
elliniko,nikea,"(37.892569, 23.747153)","(37.966666, 23.633333)",12.943767487482917
elliniko,korydallos,"(37.892569, 23.747153)","(37.9789, 23.6405)",13.402932309826282
elliniko,aghia varvara,"(37.892569, 23.747153)","(37.989722, 23.659444)",13.261307407518688
elliniko,aghia marina,"(37.892569, 23.747153)","(37.9972, 23.6674)",13.574558458148271
elliniko,egaleo,"(37.892569, 23.747153)","(37.9913, 23.6772)",12.575983074472159
elliniko,eleonas,"(37.892569, 23.747153)","(37.9878, 23.6925)",11.623341754727404
elliniko,kerameikos,"(37.892569, 23.747153)","(37.9786, 23.7115)",10.064257345815905
elliniko,evangelismos,"(37.892569, 23.747153)","(37.976388, 23.746944)",9.320278453815368
elliniko,megaro moussikis,"(37.892569, 23.747153)","(37.97861, 23.7525)",9.578821029474016
elliniko,ambelokipi,"(37.892569, 23.747153)","(37.98722, 23.7575)",10.563767321414097
elliniko,panormou,"(37.892569, 23.747153)","(37.9931, 23.7637)",11.272333972287907
elliniko,katehaki,"(37.892569, 23.747153)","(37.9954, 23.7727)",11.651686131932708
elliniko,ethniki amyna,"(37.892569, 23.747153)","(38.0, 23.785555)",12.411333514749725
elliniko,holargos,"(37.892569, 23.747153)","(38.001666, 23.812222)",13.40584642492704
elliniko,nomismatokopio,"(37.892569, 23.747153)","(38.00917, 23.80583)",13.948941994360098
elliniko,aghia paraskevi,"(37.892569, 23.747153)","(38.017222, 23.8125)",14.99826463098679
elliniko,halandri,"(37.892569, 23.747153)","(38.02167, 23.82083)",15.741770778611748
elliniko,douk. plakentias,"(37.892569, 23.747153)","(38.023361, 23.833055)",16.377778177897593
elliniko,pallini,"(37.892569, 23.747153)","(38.00528, 23.86972)",16.509845378770894
elliniko,peania - kantza,"(37.892569, 23.747153)","(37.98417, 23.87)",14.825954865261473
elliniko,koropi,"(37.892569, 23.747153)","(37.91278, 23.89583)",13.236954711405625
elliniko,airport,"(37.892569, 23.747153)","(37.9369, 23.9448)",18.025624118943057
dimotiko theatro,maniatika,"(37.942924, 23.647588)","(37.95968, 23.640033)",1.9774406774967321
dimotiko theatro,nikea,"(37.942924, 23.647588)","(37.966666, 23.633333)",2.920899142875194
dimotiko theatro,korydallos,"(37.942924, 23.647588)","(37.9789, 23.6405)",4.048329823432103
dimotiko theatro,aghia varvara,"(37.942924, 23.647588)","(37.989722, 23.659444)",5.306485255849602
dimotiko theatro,aghia marina,"(37.942924, 23.647588)","(37.9972, 23.6674)",6.280130195999338
dimotiko theatro,egaleo,"(37.942924, 23.647588)","(37.9913, 23.6772)",5.972767891327868
dimotiko theatro,eleonas,"(37.942924, 23.647588)","(37.9878, 23.6925)",6.356207745295148
dimotiko theatro,kerameikos,"(37.942924, 23.647588)","(37.9786, 23.7115)",6.865300596620405
dimotiko theatro,evangelismos,"(37.942924, 23.647588)","(37.976388, 23.746944)",9.472142816369615
dimotiko theatro,megaro moussikis,"(37.942924, 23.647588)","(37.97861, 23.7525)",10.017081298597942
dimotiko theatro,ambelokipi,"(37.942924, 23.647588)","(37.98722, 23.7575)",10.821337467972898
dimotiko theatro,panormou,"(37.942924, 23.647588)","(37.9931, 23.7637)",11.607362545247321
dimotiko theatro,katehaki,"(37.942924, 23.647588)","(37.9954, 23.7727)",12.422939190461676
dimotiko theatro,ethniki amyna,"(37.942924, 23.647588)","(38.0, 23.785555)",13.657901310883547
dimotiko theatro,holargos,"(37.942924, 23.647588)","(38.001666, 23.812222)",15.84054789581719
dimotiko theatro,nomismatokopio,"(37.942924, 23.647588)","(38.00917, 23.80583)",15.704852338542887
dimotiko theatro,aghia paraskevi,"(37.942924, 23.647588)","(38.017222, 23.8125)",16.648466807283373
dimotiko theatro,halandri,"(37.942924, 23.647588)","(38.02167, 23.82083)",17.52749351831108
dimotiko theatro,douk. plakentias,"(37.942924, 23.647588)","(38.023361, 23.833055)",18.55316916769392
dimotiko theatro,pallini,"(37.942924, 23.647588)","(38.00528, 23.86972)",20.66844944504963
dimotiko theatro,peania - kantza,"(37.942924, 23.647588)","(37.98417, 23.87)",20.03020735650644
dimotiko theatro,koropi,"(37.942924, 23.647588)","(37.91278, 23.89583)",22.02955521223408
dimotiko theatro,airport,"(37.942924, 23.647588)","(37.9369, 23.9448)",26.07250182236937
maniatika,nikea,"(37.95968, 23.640033)","(37.966666, 23.633333)",0.973875462817433
maniatika,korydallos,"(37.95968, 23.640033)","(37.9789, 23.6405)",2.137561476267743
maniatika,aghia varvara,"(37.95968, 23.640033)","(37.989722, 23.659444)",3.7488628059655764
maniatika,aghia marina,"(37.95968, 23.640033)","(37.9972, 23.6674)",4.812440535878653
maniatika,egaleo,"(37.95968, 23.640033)","(37.9913, 23.6772)",4.7932487710276
maniatika,eleonas,"(37.95968, 23.640033)","(37.9878, 23.6925)",5.5612337835358705
maniatika,kerameikos,"(37.95968, 23.640033)","(37.9786, 23.7115)",6.6085931491153795
maniatika,evangelismos,"(37.95968, 23.640033)","(37.976388, 23.746944)",9.554306133114924
maniatika,megaro moussikis,"(37.95968, 23.640033)","(37.97861, 23.7525)",10.081034047668032
maniatika,ambelokipi,"(37.95968, 23.640033)","(37.98722, 23.7575)",10.742262321829106
maniatika,panormou,"(37.95968, 23.640033)","(37.9931, 23.7637)",11.458862838070639
maniatika,katehaki,"(37.95968, 23.640033)","(37.9954, 23.7727)",12.2878628613161
maniatika,ethniki amyna,"(37.95968, 23.640033)","(38.0, 23.785555)",13.519603243891964
